source,target
Mario Del Monaco,Orchestra dell’Accademia Nazionale di Santa Cecilia
Francesco Molinari‐Pradelli,Mario Del Monaco
George London,Piero de Palma
George London,Renata Tebaldi
Piero de Palma,Renata Tebaldi
Orchestra dell’Accademia Nazionale di Santa Cecilia,Piero de Palma
Francesco Molinari‐Pradelli,Piero de Palma
Orchestra dell’Accademia Nazionale di Santa Cecilia,Renata Tebaldi
Francesco Molinari‐Pradelli,Renata Tebaldi
Chris Brown,Flo Rida
DJ Feel,Volmix
Espen Gulbrandsen,Julian Vincent
Espen Gulbrandsen,Maria Nayler
Julian Vincent,Maria Nayler
Nadia Ali,Tocadisco
Eric Lumiere,Filo & Peri
Jónsi,Tiësto
Mark Pledger,Melinda Gareh
Alex M.O.R.P.H.,Michael Wurst
Anthony Green,Mindy White
David Byrne,Dirty Projectors
Common,John Legend
Buddy Rich,Sammy Davis Jr.
Deckah,Dna
London Philharmonic Orchestra,Sergiu Celibidache
Jason Hayes,Russell Brower
Neal Acree,Russell Brower
Jason Hayes,Neal Acree
DJ Pantshead,PooPoo Varmint
MC Solaar,Ron Carter
Beat Service,Emma Lock
Dennis Sheperd,tyDi
Marcie,tyDi
Dennis Sheperd,Marcie
DNS Project,Johanna
Marcus Schössow,Ron Hagen & Pascal M.
Andy Duguid,Ron Hagen & Pascal M.
Emma Hewitt,Ron Hagen & Pascal M.
Andy Duguid,Marcus Schössow
Emma Hewitt,Marcus Schössow
Andy Duguid,Emma Hewitt
BT,JES
B-Complex,Beáta Dubasová
Prince uf Darkness,Shnabubula
Jennifer Warnes,Joe Cocker
Aneym,Nitrous Oxide
Antonia Freybe-Smith,Phynn
Ben Preston,Susie Ledge
Motionchild,Will Holland
Motionchild,Tiff Lacey
Tiff Lacey,Will Holland
Cristina Soto,Tritonal
Andy Moor,Carrie Skipper
Aly & Fila,Denise Rivera
Sequentia,Static Blue
Fisher,George Acosta
Moonpax,Snatt & Vix
Omnia,The Blizzard
Dimitri Bodianski,Nicholas Varley
Jorn van Deynhoven,Susana
Faith,Giuseppe Ottaviani
Max Graham,Neev Kennedy
Emma Lock,Shogun
Khaz,Markus Schulz
Gareth Emery,OceanLab
Aruna,Filo & Peri
Airscape,Ashley Wallbridge
Roger Shah,Signum
Luke Bond,Neptune Project
Emma Hewitt,Lange
Ashley Tomberlin,Matt Darey
Laurie,Masoud
Omnia,Susana
Susana,The Blizzard
Stoneface & Terminal,Susana
Josh Gabriel,Susana
David Young,Shannon Penn
Lorenzo Don,Tracy Bartelle
Howard Pfeifer,Marti Amado
Dash Berlin,Solid Sessions
Hannah Ray,Temple One
B3,Richard Müller
Aly & Fila,Jass
Darren Tate,Jono Grant
Ana Criado,Max Graham
Aly & Fila,Josie
Andrea Mazzali,Bartlett Bros.
Outernational,Tom Morello: The Nightwatchman
Jennifer Rene,Markus Schulz
Justine Suissa,Masters & Nickson
Justine Suissa,Markus Schulz
Claudio Cavina,La Venexiana
Jeremy Johnson,Midee
Midee,prozax
Jeremy Johnson,prozax
Nekofrog,Sole Signal
Planet Asia,Prago Union
Gil Scott‐Heron,Yasiin Bey
Gil Scott‐Heron,Nas
Fisher,Jon O'Bir
Fandy,Mike Shiver
Benjamin Bates,Marco V
Nic Chagall,Rank 1
Nic Chagall,Wippenberg
Rank 1,Wippenberg
Ali Wilson,Armin van Buuren
Ali Wilson,Jacqueline Govaert
Armin van Buuren,Jacqueline Govaert
Armin van Buuren,Cirez D
Cirez D,Sharon den Adel
Armin van Buuren,Sharon den Adel
First State,Sarah Howells
Nacho Chapado,Smaz
Nacho Chapado,Sue McLaren
Smaz,Sue McLaren
André 3000,Big Boi
Big Boi,Sleepy Brown
André 3000,Sleepy Brown
Alexander Klaus,Lange
Gareth Emery,Lucy Saunders
Christian Burns,Richard Durand
Audrey Gallagher,tyDi
Above & Beyond,Kyau & Albert
Christian Rusch,Greg Murray
M.I.K.E.,The Thrillseekers
DCUP,Yolanda Be Cool
Armin van Buuren,Sophie Ellis‐Bextor
Dove Attia,François Castello
Dove Attia,Rod Janois
Dove Attia,Nicolas Luciani
Dove Attia,Jean‐Pierre Pilot
Dove Attia,William Rousseau
Dove Attia,Olivier Schultheis
François Castello,Rod Janois
François Castello,Nicolas Luciani
François Castello,Jean‐Pierre Pilot
François Castello,William Rousseau
François Castello,Olivier Schultheis
Nicolas Luciani,Rod Janois
Jean‐Pierre Pilot,Rod Janois
Rod Janois,William Rousseau
Olivier Schultheis,Rod Janois
Jean‐Pierre Pilot,Nicolas Luciani
Nicolas Luciani,William Rousseau
Nicolas Luciani,Olivier Schultheis
Jean‐Pierre Pilot,William Rousseau
Jean‐Pierre Pilot,Olivier Schultheis
Olivier Schultheis,William Rousseau
Blank & Jones,Cathy Battistessa
Armin van Buuren,System F
Ana Criado,Armin van Buuren
David Berkeley,Steve Brian
Aly & Fila,Tiff Lacey
First State,Relyk
Fisher,Vast Vision
Bobina,ППК
Andrew Bennett,Mario Hammer
Ashley Tomberlin,Maor Levi
In Progress,Snatt & Vix
Aly & Fila,Sue McLaren
Aurosonic,Morphing Shadows
Aurosonic,Tiff Lacey
Morphing Shadows,Tiff Lacey
Kristy Thirsk,Urban Astronauts
Armin van Buuren,Susana
Stephen Briggs,Terry Pratchett
Renato Teixeira,Sérgio Reis
Ann Bailey,Barnes & Heatcliff
Jon O'Bir,Julie Harrington
4 Strings,Ellie Lawson
Avis Vox,Moonbeam
Julie Thompson,Super8 & Tab
Armin van Buuren,Winter Kills
Kian,Praha
Jochen Miller,Rank 1
Lange,Sarah Howells
Funkagenda,Mark Knight
Armin van Buuren,Jaren
Allure,Tiësto
Julie Thompson,Tiësto
Allure,Julie Thompson
Elliot Johns,First State
Armin van Buuren,Jan Vayne
Betsie Larkin,Ferry Corsten
Paul van Dyk,Rea Garvey
Arnej,Josie
Adrina Thorpe,DJ Shah
Alex M.O.R.P.H.,Woody van Eyden
Alex M.O.R.P.H.,Michelle Citrin
Michelle Citrin,Woody van Eyden
Departure,Markus Schulz
Bernard Sumner,Blank & Jones
Armin van Buuren,DJ Shah
Armin van Buuren,Chris Jones
Chris Jones,DJ Shah
Armin van Buuren,Gabriel & Dresden
The Chemical Brothers,Willie Hutch
Justin Warfield,Willie Hutch
This Ain't Chicago,Willie Hutch
The Jimmy Castor Bunch,Willie Hutch
Justin Warfield,The Chemical Brothers
The Chemical Brothers,This Ain't Chicago
The Chemical Brothers,The Jimmy Castor Bunch
Justin Warfield,This Ain't Chicago
Justin Warfield,The Jimmy Castor Bunch
The Jimmy Castor Bunch,This Ain't Chicago
Binärpilot,Impakt
Ariel Rivera,Sharon Cuneta
Justin Timberlake,Kenna
50 Cent,Justin Timberlake
Daddy Yankee,Tito “El Bambino”
Tito “El Bambino”,Voltio
Tito “El Bambino”,Zion
Angel Doze,Tito “El Bambino”
Daddy Yankee,Voltio
Daddy Yankee,Zion
Angel Doze,Daddy Yankee
Voltio,Zion
Angel Doze,Voltio
Angel Doze,Zion
Boys Noize,Erol Alkan
Carlo Dall’anese,Fabio Castro
IAMX,Imogen Heap
Haley Gibby,Kaskade
Chuckie,LMFAO
Chris Willis,David Guetta
Akon,Kylian Mash
Glasses Malone,Kylian Mash
Akon,Glasses Malone
Bob Taylor,INNA
Dick de Benedictis,Thomas Stobierski
Daniel Lessner,William Patrick Richter
Laidback Luke,Steve Angello
Josh Rouse,Xema Fuertes
Eon,Ferry Corsten
Haris C,Plant
Carol Lee,Sander van Doorn
Armin van Buuren,Christian Burns
Mike Foyle,Signalrunners
Conjure One,Jaren
Pedro del Mar,Proyal
John O’Callaghan,Timmy & Tommy
Adam Kancerski,Aneym
Dash Berlin,Emma Hewitt
Julie Thompson,Signum
Cathy Burton,Reminder
Amex,Jason van Wyk
Audien,Thomas DeColita
Jeza,Will Holland
Giuseppe Ottaviani,Walsh & McAuley
Emma Lock,Giuseppe Ottaviani
Emma Lock,Walsh & McAuley
Aruna,Mark Eteson
Tania Zygar,tyDi
Sean Godsall,Steve Allen
Molly Smitten-Downes,Sean Godsall
Molly Smitten-Downes,Steve Allen
Kate Louise Smith,Signum
Pizz@dox,Suncatcher
Molly Smitten-Downes,Zaa
Alpha Duo,James Kitcher
Alpha Duo,Emma Lock
Emma Lock,James Kitcher
DJ Lobsterdust,Pastor Gary Greenwald
G‐Unit,Young Buck
Bart Claessen,Susana
M.I.K.E.,Plastic Boy
Grace,Planet Perfecto
Dragonette,Martin Solveig
Agulo,David Berkeley
Robert Nickson,Ruben de Ronde
DNS Project,Mike Foyle
Nadia Ali,Sultan + Shepard
Cosmic Gate,Tiff Lacey
Audrey Gallagher,Filo & Peri
Interstate,Tyler Michaud
Interstate,Jessy Greene
Jessy Greene,Tyler Michaud
Cat Knight,Jamie Matrix
André Visior,Kay Stone
Chulo Restrepo,Elsso Rodríguez
Ley Rico,Romo
Charlie Santiago,Eddie Montalvo
Luispom,Miguel Grimaldo
Miguel Grimaldo,Zeze
Luispom,Zeze
Every Avenue,Tom Higgenson
Elliott Murphy,Joseph Parsons
Armin van Buuren,Gaia
A Scholar & A Physician,Binster
A Scholar & A Physician,richBRF
Binster,richBRF
Dynamax,Erik Rug
IZA,Paweł Stasiak
Armin van Buuren,BT
Armin van Buuren,Nadia Ali
Fifth Dimension,Running Man
Robert Nickson,Thomas Datt
Abstract Vision,Elite Electronic
Locust,St. John
Aneym,Tenishia
Activa,Solar Movement
Sophie Sugar,Tom Colontonio
Dave Horne,Econu
Rex Mundi,Susana
Tepid,The Orichalcon
Jillian Aversa,Tepid
Jillian Aversa,The Orichalcon
Luka Šulić,Stjepan Hauser
Fyahbwoy,Más Graves
Duddi Wallace,Más Graves
Frys,Más Graves
Duddi Wallace,Fyahbwoy
Frys,Fyahbwoy
Duddi Wallace,Frys
Children of the Monkey Machine,injury
Aelyn,Edu
Nicole McKenna,Sied van Riel
Fabio XB,Lange
Lange,Yves de Lacroix
Fabio XB,Yves de Lacroix
Armin van Buuren,Laura V
Ad Brown,Kerry Leva
Amy Cooper,Whiteroom
Amex,Smart Apes
Positive Day,iiO
Johnny McDaid,Paul van Dyk
Armin van Buuren,VanVelzen
Cappadonna,Ghostface Killah
Ghostface Killah,Trife Diesel
Cappadonna,Trife Diesel
Armin van Buuren,Roger Shah
Chris Jones,Roger Shah
Mike Shiver,OceanLab
Cramp,Edu
Alex M.O.R.P.H.,Ana Criado
Tegan and Sara,Tiësto
Giuseppe Ottaviani,John O’Callaghan
D:FOLT,Paul Trainer
Robin S,Steve Angello
Laidback Luke,Robin S
Gareth Emery,Lange
Beltek,Justin Robertson
Calvin Harris,Cerf, Mitiska & Jaren
Lisa Miskovsky,Rank 1
Johnny Shaker,Serial Diva
Arnej,Sally Saifi
Michael Stipe,Rain Phoenix
Akon,David Guetta
Ferry Corsten,Novastar
Armin van Buuren,Ferry Corsten
Ferry Corsten,Jaren
Armin van Buuren,Novastar
Jaren,Novastar
Eco,Lira Yin
Andy Moor,David Forbes
Ashley Wallbridge,David Forbes
David Forbes,Meighan Nealon
Andy Moor,Ashley Wallbridge
Andy Moor,Meighan Nealon
Ashley Wallbridge,Meighan Nealon
Armin van Buuren,Rank 1
Armin van Buuren,Kush
Kush,Rank 1
Eco,Martin Roth
Alex Fisher,Ernesto
Inger Hansen,Roger Shah
Nadja Nooijen,Roger Shah
Cirez D,Lostep
Sunlounger,Zara Taylor
DJ Méndez,Yeik
Justin Timberlake,Madonna
Madonna,Timbaland
Dakota,Markus Schulz
Bart Claessen,René Martens
John Gibbons,Setrise
Betsie Larkin,Bobina
The Roc Project,Tina Arena
Fluctor,Manuel Le Saux
AK,Studio Apartment
Beck,The Flaming Lips
Danny Kirsic,James Joseph Kalamasz
Aquagen,DJ Aligator
Boyce Avenue,Savannah Outen
Boyce Avenue,Kina Grannis
Boyce Avenue,David Choi
Artento Divini,Cornelis van Dijk
Above & Beyond,Richard Bedford
Cressida,Roxanne Barton
Binary Finary,Trent McDermott
Gareth Emery,Roxanne Emery
Paul van Dyk,Saint Etienne
Smokey F,Yako Muñoz
Jamde,Yako Muñoz
Jamde,Smokey F
DJ Arek,Yako Muñoz
Ra,Sr. Chen
Flight of the Conchords,Rhymenoceros
Flight of the Conchords,Hiphopopotamus
Hiphopopotamus,Rhymenoceros
EVE,石原慎一
Chakuza,David Asphalt
Adam Young,Armin van Buuren
London Symphony Orchestra,Rafael Frühbeck de Burgos
Andy Moor,Lange
Bajofondo,Gustavo Cerati
Matias Lehtola,Mike Shiver
Alex Robert,Dreas
Dino Lenny,Meck
Armin van Buuren,Super8 & Tab
Nadia Ali,Super8 & Tab
Andrea Doria,LXR
Matt Darey,Urban Astronauts
Kate Louise Smith,Matt Darey
Kate Louise Smith,Urban Astronauts
Aly & Fila,Jwaydan
ARTY,Mat Zo
Hemstock & Jennings,Paul van Dyk
Cagan Nazlioglu,Hysteria!
Anton Sonin,Super8 & Tab
AF Project,Anton Firtich
Fleet Foxes,Wilco
Ferry Corsten,Maria Nayler
Elizabeth Fields,Solarstone
Ketho,Michael Calderone
Hydro Aquatic,Vir2l Vision
Justine Suissa,OceanLab
Andrea Mazza,Fabio XB
Saint Rush,Zirenz
Be:Gold,Ben Gold
Kay D. Smith,Marc Tall
Audrey Gallagher,John O’Callaghan
Matador Rockers,Ra
Bo Diddley,Chuck Berry
Ariel Moore,Clean Bandit
Mirah,Thao
Carol C,EarthRise SoundSystem
Amy Lee,David Hodges
Matrix & Futurebound,Sylo
Daz Dillinger,Snoop Dogg
Damien Rice,Lisa Hannigan
John Martyn,Sister Bliss
Soulsearcher,Taktic
Darren Emerson,Sasha
Mystique,U2
Lange,Skye
W&W,Wezz Devall
Noel Gitman,Steve Brian
Push,Sunscreem
Cosmic Gate,Jan Johnston
Jennifer Rene,José Amnesia
Chephren Blake,Meighan Nealon
Chephren Blake,Slavix
Meighan Nealon,Slavix
Mihai M,Suncatcher
Starshifters,Suncatcher
Mihai M,Starshifters
Meredith Call,Tritonal
ARTY,Tania Zygar
Brianna Holan,tyDi
8 Wonders,Arnej
Questia,Vincent de Moor
Mash Up,Matt Darey
Electronic Nova,Six Senses
LNG,Lange
Betsie Larkin,John O’Callaghan
Firewall,Lange
Misja Helsloot,Peter Martijn Wijnia
Above & Beyond,Ashley Tomberlin
Felix da Housecat,Thee Nese Djouma Projesi
Above & Beyond,Gareth Emery
Above & Beyond,OceanLab
Cygnus X,Faithless
ATB,Dash Berlin
ATB,Tiff Lacey
Mat Zo,OceanLab
ARTY,OceanLab
ATB,Amurai
ATB,Melissa Loretta
Amurai,Melissa Loretta
Audien,Jason van Wyk
Norin & Rad,Recurve
Brute Force,Gareth Emery
Kirsty Hawkshaw,Tiësto
Loverush UK!,Mory Kanté
Lil Jon,Spencer & Hill
Armin van Buuren,Arnej
Arnej,Jaren
Hardwell,Tiësto
Above & Beyond,Andy Moor
Gaia,Zombie Nation
Perasma,Radion6
Lang & Yep,Manon Polare
David Berkeley,Sean Tyas
Angelic Amanda,Paul Webster
Diddy – Dirty Money,Skylar Grey
Daniel Kandi,Robert Nickson
Armin van Buuren,Robert Nickson
Justine Suissa,Robert Nickson
Armin van Buuren,Daniel Kandi
Daniel Kandi,Justine Suissa
Armin van Buuren,Justine Suissa
Hannah Ray,Masoud
D‐Mad,Jochen Miller
Adam White,Hemstock & Jennings
Corderoy,U4IC DJs
Andy Moor,Paul Thomas
Markus Schulz,Paul Thomas
Estiva,Josie
Breaking Benjamin,Carl B
Charlie,Rami
Charlie,Mino
DM Ashura,MC Jay
DM Ashura,Veronica Almqvist
MC Jay,Veronica Almqvist
Brenda Burch,NAOKI
Allure,JES
Kate Louise Smith,Ørjan Nilsen
Eros & Tánatos,Urano Players
Eros & Tánatos,Patric
Patric,Urano Players
DDT,NAOKI
NAOKI,Tahirih Walker
Sana,Togo Project
Melody & Mezzo,NAOKI
ほしな歌唄,水樹奈々
Big Jay,M. Ramírez
DragonAvenger,ambient
Craken,Watios
Feist,R.E.M.
Armin van Buuren,Jess Morgan
Armin van Buuren,Sophie Hunter
Above & Beyond,Zoë Johnston
Empire of the Sun,Logo
Armin van Buuren,Rising Star
Eagles,Wild at Heart
Vospi,act deft
Vospi,반야
Playmaker,Robina
KOTOKO,Vospi
DM Ashura,TaQ
DM Ashura,RevenG
DM Ashura,tiger YAMATO
Des-ROW,Vospi
Des-ROW,TSUBOI
El Coleta,StarOne
DM Ashura,L.E.D.LIGHT
JotandJota,Nasser Wahab
BT,Kirsty Hawkshaw
Benga,Coki
Jondi,Spesh
NM,Susan Zelinsky
Hope Sandoval,Massive Attack
Sérgio Dias,Tahiti Boy and the Palmtree Family
Carlo Bergonzi,Renata Tebaldi
Carlo Bergonzi,Orchestra dell’Accademia Nazionale di Santa Cecilia
Carlo Bergonzi,Tullio Serafin
Renata Tebaldi,Tullio Serafin
Orchestra dell’Accademia Nazionale di Santa Cecilia,Tullio Serafin
Bassnectar,Nelly Furtado
Major Lazer,Vybz Kartel
Zeo,Zoe
Sobreeno,Y-kid
Jay Sánchez,Sobreeno
Jigsaw,Sia
Ferry Corsten,The Thrillseekers
Tricia Lee Kelshall,Way Out West
Deepsky,JES
Airwave,Rising Star
Fred Baker,Vincent Gorczak
Coldplay,Max Graham
JES,Solarstone
Fred Baker,Iguana
Dallas Superstars,Orkidea
Leipzig Big Band,Nina Hagen
Asian Dub Foundation,Le Peuple de l’Herbe
Audiossey,Galaxy Express 999
Ruriling,SHK
Orkidea,Solarstone
Leah,Matt Darey
Nadia Ali,Starkillers
Alex Kenji,Nadia Ali
Alex Kenji,Starkillers
Dennis Sheperd,Jonathan Mendelsohn
Lucy Pullin,Simon Patterson
Dim3nsion,Fast Distance
Aiera,Osiris
Kyau & Albert,Marc Marberg
八王子P,初音ミク
Anhken,Frysta
Space Rockerz,Tania Zygar
DJ Smash,Владимир Владимирович Путин
Gareth Emery,Kate Walsh
Sean Truby,Solis
Mike Cushman,The Interludes
Bioweapon,Kutski
Delaney Gibson,Matthew Kiss
Pooda Brown,Young Gunz
Rell,Young Gunz
Lápiz Conciente,ToteKing
Lápiz Conciente,Shotta
Shotta,ToteKing
CROOVE,Mr.Funky
本間芽衣子,茅野愛衣
安城鳴子,本間芽衣子
戸松遥,本間芽衣子
本間芽衣子,鶴見知利子
早見沙織,本間芽衣子
安城鳴子,茅野愛衣
戸松遥,茅野愛衣
茅野愛衣,鶴見知利子
早見沙織,茅野愛衣
安城鳴子,戸松遥
安城鳴子,鶴見知利子
安城鳴子,早見沙織
戸松遥,鶴見知利子
戸松遥,早見沙織
早見沙織,鶴見知利子
八王子P,巡音ルカ
Greta Svabo Bech,deadmau5
Cool‐T,One‐T
Altimet,DJ Fuzz
Altimet,Ila Damiaa
Altimet,Point Blanc
Altimet,Rabbit Mac
DJ Fuzz,Ila Damiaa
DJ Fuzz,Point Blanc
DJ Fuzz,Rabbit Mac
Ila Damiaa,Point Blanc
Ila Damiaa,Rabbit Mac
Point Blanc,Rabbit Mac
GUMI,八王子P
初音ミク,巡音ルカ
Hook n Sling,TV Rock
Rudy,TV Rock
Hook n Sling,Rudy
J Pearl,Shayne Ward
Kele Okereke,Martin Solveig
David Guetta,Snoop Dogg
Alex Metric,Steve Angello
Alex Metric,Ian Brown
Ian Brown,Steve Angello
Empire of the Sun,Stevie Wonder
Christian Crisis,Deejay Matz
Christian Crisis,Torrico
Gianni Bella,Marcella Bella
Malputo Dest,Specta
Dakaneh,Xcese
Paisa,Xcese
Dakaneh,Paisa
Alex Lequio,Wase -N- J. Sánchez
Celedonio Terrible,Woe AK47
J-Mi,Midi-D
Hanna Stockzell,J-Mi
Hanna Stockzell,Midi-D
BFlecha,Matador Rockers
Jotamayúscula,Lápiz Conciente
AstroKid,Pentavision Sound Team
Hugh Laurie,Lisa Edelstein
Michiel van den Bos,The Troggs
Pontiak Johanzon,Rymdkraft
Dimitri Vegas & Like Mike,Technotronic
Mitto,Tremmme
David Penn,Rober Gaez
Elisha,Yasin
Hammuda,Yasin
Rady,Yasin
Drisket,Yasin
ESM L'3aRBe,Yasin
Elisha,Hammuda
Elisha,Rady
Drisket,Elisha
ESM L'3aRBe,Elisha
Hammuda,Rady
Drisket,Hammuda
ESM L'3aRBe,Hammuda
Drisket,Rady
ESM L'3aRBe,Rady
Drisket,ESM L'3aRBe
KimBlee,Solu Music
Baboon,C. Tangana
Alice,Sr. Chen
Laura Pausini,Mario Barravecchia
Karim,Nasta
Bako,DJ Pache
Fab,G.Soldier
Darmo,Deedee
Bertrand Dubois,Pierre-Marie Beaude
Luis Rigou,Pierre-Marie Beaude
Bertrand Dubois,Luis Rigou
Boris Cepeda,Peter Schöne
Peneři strýčka Homeboye,Roman Holý
Mitsuruggy,Yako Muñoz
Alien Adept,Mitsuruggy
Darmo,Iván Nieto
Mitsuruggy,Slash Major
Latex Diamond,Yako Muñoz
Xcese,Yako Muñoz
Chinaka,Yako Muñoz
High Gambino,Yako Muñoz
Latex Diamond,Xcese
Chinaka,Latex Diamond
High Gambino,Latex Diamond
Chinaka,Xcese
High Gambino,Xcese
Chinaka,High Gambino
Baroe the Arsonist,Madrid Pimps
Madrid Pimps,Slash Major
Baroe the Arsonist,Slash Major
Darmo,Moreno
Carmona,Darmo
Lil Ghalin,Trad Montana
J Alex,Trad Montana
J Alex,Lil Ghalin
Jackobo Hernández,Urban P.
Lil Bandana,Trad Montana
Lil Bandana,Lil Ghalin
James Cole,Peneři strýčka Homeboye
Hugo Toxxx,Smack
Hugo Toxxx,Marat
Marat,Smack
Latex Diamond,Sholo Truth
Mitsuruggy,Sholo Truth
Mónica Moss,Sholo Truth
Latex Diamond,Mitsuruggy
Latex Diamond,Mónica Moss
Mitsuruggy,Mónica Moss
Dara Rolins,Hugo Toxxx
Alba,Rapsusklei
Hugo Toxxx,LA4
Co’Sang,Marracash
Hugo Toxxx,Vladimir 518
James Cole,Orion
Orion,Tede
Hugo Toxxx,Orion
James Cole,Tede
Hugo Toxxx,James Cole
Hugo Toxxx,Tede
High Gambino,Nada Por Nadie
El Hermano Ele,Rayden
Giusy Ferreri,Marracash
Hazhe,Kase.O
Fatsibah,Trad Montana
Fatsibah,Lil Ghalin
Club Dogo,Nicola Fasano
Club Dogo,Terron Fabio
Club Dogo,Marracash
Club Dogo,Noyz Narcos
Геннадий Николаевич Рождественский,Государственная академическая симфоническая капелла России
Club Dogo,Vincenzo da via Anfossi
Marracash,Vincenzo da via Anfossi
Club Dogo,Karkadan
David Parry,London Philharmonic Orchestra
David Parry,London Philharmonic Choir
London Philharmonic Choir,London Philharmonic Orchestra
Guè,Shablo
Caneda,Shablo
Ricardo Phillips,Shablo
Dankery Harv,Shablo
Caneda,Guè
Guè,Ricardo Phillips
Dankery Harv,Guè
Caneda,Ricardo Phillips
Caneda,Dankery Harv
Dankery Harv,Ricardo Phillips
Entics,Guè
Brian Eno,Tim Booth
Falsalarma,Tosko
Jeordie White,Marilyn Manson
Marilyn Manson,The Smashing Pumpkins
Jeordie White,The Smashing Pumpkins
Capaz,Snak the Ripper
International Harvesters,Neil Young
DJ Rune,Trafik
Diargi,Freshmakers
FunkyNandy,Sr. Zambrana
Feo1,FunkyNandy
Gemstone,Mr. Rango
Soul Villain,Zatu
Jackzen,Ka§par
FunkyNandy,Marco Fonktana
Braille,Ragen Fykes
Emeeseka,Pinoi
Ijah,Keyo
Gordo Master,Keyo
Juho,Keyo
Jefe de la M,Keyo
Keyo,Little Pepe
Keyo,Roockye Jackye
Gordo Master,Ijah
Ijah,Juho
Ijah,Jefe de la M
Ijah,Little Pepe
Ijah,Roockye Jackye
Gordo Master,Juho
Gordo Master,Jefe de la M
Gordo Master,Little Pepe
Gordo Master,Roockye Jackye
Jefe de la M,Juho
Juho,Little Pepe
Juho,Roockye Jackye
Jefe de la M,Little Pepe
Jefe de la M,Roockye Jackye
Little Pepe,Roockye Jackye
Kafu Banton,Zatu
Acción Sánchez,Duo Kie
Acción Sánchez,El Chojin
Duo Kie,El Chojin
Nine Inch Nails,Saul Williams
Ben Weinman,Nine Inch Nails
Greg Puciato,Nine Inch Nails
Ben Weinman,Greg Puciato
Gary Numan,Nine Inch Nails
Def Räädu,J.O.C.
8Ball,Big K.R.I.T.
Big K.R.I.T.,MJG
2 Chainz,Big K.R.I.T.
8Ball,MJG
2 Chainz,8Ball
2 Chainz,MJG
Gerda,Móre
Street Sweeper Social Club,Trent Reznor
Peter Murphy,Trent Reznor
Atticus Ross,Trent Reznor
Jeordie White,Trent Reznor
Atticus Ross,Peter Murphy
Jeordie White,Peter Murphy
Atticus Ross,Jeordie White
Def Räädu,Spija
J.O.C.,Spija
Def Räädu,Mr. President
J.O.C.,Mr. President
Cap,Side Effectz
Nine Inch Nails,The Dillinger Escape Plan
Kultama,The Buntaman Band
J Álvarez,Ñejo & Dálmata
High Gambino,Lion Sitté
Lion Sitté,Nada Por Nadie
Cœur de pirate,Le Matos
Drax,Metal
Maria Callas,Nicolai Gedda
Jacques Mars,Maria Callas
Maria Callas,Orchestre de l’Opéra national de Paris
Georges Prêtre,Maria Callas
Jacques Mars,Nicolai Gedda
Nicolai Gedda,Orchestre de l’Opéra national de Paris
Georges Prêtre,Nicolai Gedda
Jacques Mars,Orchestre de l’Opéra national de Paris
Georges Prêtre,Jacques Mars
Georges Prêtre,Orchestre de l’Opéra national de Paris
Nach,Wöyza
Cookin Bananas,Juan Solo
Cookin Bananas,ToteKing
Cookin Bananas,Lírico
Cookin Bananas,M'baka Oko Ejaka
Juan Solo,ToteKing
Juan Solo,Lírico
Juan Solo,M'baka Oko Ejaka
Lírico,ToteKing
M'baka Oko Ejaka,ToteKing
Lírico,M'baka Oko Ejaka
Arianna Puello,Frank T
Airys,Club Dogo
Carmona,Costa
Costa,Romo
Carmona,Romo
Ikki,The Zombie Kids
Bha,DJ Force
100 Kill-Ates,Bha
100 Kill-Ates,DJ Force
El Chobbi,Judiny
Costa,Ikki
Carmona,Ikki
Legendario,Puto Largo
Chirie Vegas,Ladis Sitté
K.A.O.S.,KarmaSound
Calle 13,Rubén Blades
Calle 13,La Chilinga
La Chilinga,Rubén Blades
Daddy Yankee,Fergie
Dave Uno,Sucio
50 Cent,Wisin & Yandel
Daddy Yankee,Prince Royce
Café Tacvba,Calle 13
Escobizii,ToteKing
Fyahbwoy,Moreno
Darmo,Fyahbwoy
Chulito Camacho,Fyahbwoy
Fyahbwoy,Iván Nieto
Carmona,Fyahbwoy
Chulito Camacho,Moreno
Iván Nieto,Moreno
Carmona,Moreno
Chulito Camacho,Darmo
Chulito Camacho,Iván Nieto
Carmona,Chulito Camacho
Carmona,Iván Nieto
Bassookah,Død Beverte
Ophidian,Tapage
DJ Inyoung,DJ Static
DJ Jooz,Trad Montana
Trad Montana,Zatu
Dakaneh,Trad Montana
B.O.U.L.E.,Trad Montana
DJ Jooz,Zatu
DJ Jooz,Dakaneh
B.O.U.L.E.,DJ Jooz
Dakaneh,Zatu
B.O.U.L.E.,Zatu
B.O.U.L.E.,Dakaneh
GACKT,浜崎あゆみ
Adrian Gunz,Daniel Groove
Bacteria Sound System,Rapsusklei
Mehi,Sonia Panesar
Angaleena Presley,Kid Rock
Kid Rock,T.I.
Angaleena Presley,T.I.
GUANACO,Héctor Guerra
Héctor Guerra,Secta Selecta
GUANACO,Secta Selecta
Mac Miller,Termanology
Fyahbwoy,Rapsusklei
Karty Er Nene,Rapsusklei
Fyahbwoy,Karty Er Nene
Lil Jon,Lil Scrappy
Inma Gomes,N-Wise Allah
Mac Miller,Yung Brody
N-Wise Allah,Vera
DJ Coolbeat,N-Wise Allah
DJ Coolbeat,Vera
